order_id,order_date,ship_date,delivery_date,order_status,customer_id,customer_name,country,state,city,product_id,product_name,category,sub_category,brand,quantity,unit_price,discount,shipping_cost,total_sales,payment_method
A12512,2026-01-15,2026-01-11,2026-01-18,Delivered,C6930,William Holmes,India,Nevada,Lawsonstad,P552,support,Home,Kitchen,Holland and Sons,5,10923.17,0.18,73.29,44858.287000000004,UPI
A12513,2026-01-12,2026-01-30,2026-01-16,Delivered,C2123,Kenneth Guerra,India,North Carolina,Madelinestad,P593,grow,Fashion,Clothing,Moore-Vargas,1,7990.76,0.18,135.86,6688.283200000001,UPI
A12514,2026-01-23,2026-01-01,2026-01-05,Delivered,C1179,Sharon Bryant,India,Ohio,Danielleton,P270,account,Electronics,Mobile,"Warren, Haynes and Alvarado",1,33625.29,0.01,51.13,33340.1671,Card
A12515,2026-02-02,2026-01-05,2026-01-25,Delivered,C7422,Dr. Victor Sanchez PhD,India,Georgia,Michaelport,P847,exist,Electronics,Accessories,Chambers LLC,2,44558.27,0.26,49.44,65995.6796,NetBanking
A12516,2026-01-19,2026-01-20,2026-01-27,Delivered,C2539,Colin Williams,India,Kansas,Mullinsborough,P456,service,Home,Kitchen,"Johnson, Wade and Oneill",4,5382.62,0.19,113.98,17553.6688,NetBanking
A12517,2026-01-15,2026-01-18,2026-01-19,Delivered,C1580,Eric Lawson,India,Connecticut,West Kelly,P255,friend,Electronics,Mobile,"Williams, Lee and King",1,29557.45,0.0,63.86,29621.31,COD
A12518,2026-01-23,2026-01-29,2026-01-31,Delivered,C7030,Jennifer Berry,India,West Virginia,Jeremybury,P984,day,Home,Furniture,Williams and Sons,2,30018.88,0.25,37.25,45065.57,Card
A12519,2026-02-09,2026-01-20,2026-01-14,Delivered,C3524,Glenn Savage,India,Maine,Allisonside,P672,gun,Fashion,Clothing,Robinson-Hill,4,47739.87,0.09,114.32,173887.44680000003,COD
A12520,2026-01-23,2026-01-13,2026-01-03,Delivered,C6655,Micheal Holland,India,Oregon,Lindseytown,P275,none,Fashion,Clothing,"Moody, Bradley and Tran",3,38649.26,0.02,84.14,113712.9644,Card
A12521,2026-01-31,2026-01-03,2026-01-30,Delivered,C9031,Renee Newton DVM,India,Delaware,Timothyview,P460,argue,Electronics,Accessories,Schneider-Hill,4,26626.06,0.21,30.35,84168.6996,NetBanking
A12522,2026-01-26,2026-02-01,2026-01-02,Delivered,C3378,Zachary Carter,India,Wyoming,Barryhaven,P473,consider,Fashion,Footwear,Hurst Group,2,10936.28,0.15,54.52,18646.196,COD
A12523,2026-01-23,2026-01-26,2026-01-23,Delivered,C2745,Kelly White,India,South Dakota,New Brandy,P766,mission,Home,Furniture,"Rice, Suarez and Frederick",4,35504.93,0.15,38.3,120755.062,NetBanking
A12524,2026-01-14,2026-01-24,2026-01-11,Delivered,C4644,Anthony Reyes,India,Iowa,Dennisville,P240,plan,Fashion,Clothing,Hoffman and Sons,5,1515.33,0.03,69.31,7418.6605,UPI
A12525,2026-01-09,2026-01-02,2026-02-02,Delivered,C2985,Stephen Smith,India,Connecticut,Deborahberg,P684,level,Home,Furniture,"Walker, Simmons and Smith",5,24576.4,0.11,24.16,109389.14,Card
A12526,2026-01-30,2026-01-15,2026-02-08,Delivered,C9988,James Harris,India,Michigan,Teresaville,P793,event,Home,Furniture,Martin-Conner,3,41450.86,0.27,143.58,90920.96340000001,Card
A12527,2026-01-04,2026-02-04,2026-01-23,Delivered,C5357,Christine Burns,India,West Virginia,Robleston,P184,style,Electronics,Mobile,Smith-Goodman,2,3768.02,0.09,46.3,6904.0964,UPI
A12528,2026-01-19,2026-01-31,2026-01-30,Delivered,C6998,Thomas Petty,India,Maine,New Jerry,P757,evidence,Fashion,Footwear,"Brown, Johnson and Estrada",3,10095.15,0.06,120.57,28588.892999999996,Card
A12529,2026-01-22,2026-02-04,2026-01-09,Delivered,C7225,Jacqueline Hampton,India,Delaware,Ginafort,P530,school,Home,Kitchen,"Hernandez, Fisher and Callahan",1,35878.27,0.16,70.99,30208.7368,NetBanking
A12530,2026-02-07,2026-02-04,2026-01-25,Delivered,C7134,Cheryl Dixon,India,Missouri,Douglasport,P125,hear,Fashion,Clothing,"James, Chang and Barnes",3,5286.56,0.15,149.7,13630.428,NetBanking
A12531,2026-02-08,2026-01-07,2026-02-02,Delivered,C4503,Brady Reed,India,South Dakota,Carrieview,P206,rate,Electronics,Accessories,Collins Group,1,32962.41,0.02,54.5,32357.6618,COD
A12532,2026-01-11,2026-01-09,2026-01-08,Delivered,C6985,Joshua Weaver,India,Indiana,East Sheri,P428,more,Electronics,Accessories,Mooney-Fields,5,41323.21,0.2,74.45,165367.29,Card
A12533,2026-02-06,2026-01-13,2026-01-14,Delivered,C3218,Amber Gonzalez,India,Oregon,Jamesfort,P140,wait,Home,Furniture,Mckinney-Burke,5,27644.62,0.11,49.59,123068.149,NetBanking
A12534,2026-01-03,2026-02-05,2026-01-02,Delivered,C4108,Mark Short,India,Missouri,West Elizabeth,P621,hundred,Home,Furniture,Anderson LLC,2,19089.58,0.25,101.82,28736.190000000002,UPI
A12535,2026-01-30,2026-01-18,2026-01-09,Delivered,C5752,Jillian Mathis,India,Massachusetts,Cherylhaven,P337,how,Home,Kitchen,Mitchell and Sons,4,40801.29,0.29,134.06,116009.7236,UPI
A12536,2026-02-01,2026-01-02,2026-01-23,Delivered,C8806,Julia Wells,India,Virginia,East Sarahside,P405,war,Home,Kitchen,"Williams, Smith and Silva",2,32596.74,0.15,141.29,55555.748,NetBanking
A12537,2026-01-10,2026-01-20,2026-01-26,Delivered,C8684,Jenna Rhodes,India,North Carolina,Powellchester,P772,manager,Electronics,Mobile,"Bell, Zimmerman and Sanchez",3,3806.31,0.19,88.89,9338.2233,UPI
A12538,2026-01-25,2026-01-18,2026-01-09,Delivered,C6997,Jeffrey Mcdonald,India,Ohio,Craigfurt,P820,subject,Home,Furniture,Martinez Inc,5,34112.58,0.18,109.52,139971.09800000003,UPI
A12539,2026-01-25,2026-02-01,2026-02-03,Delivered,C6638,Angela Hayes,India,Illinois,New Saraview,P386,read,Fashion,Clothing,Martinez-Wilson,5,17748.83,0.3,79.36,62200.265,UPI
A12540,2026-01-16,2026-01-14,2026-01-21,Delivered,C5256,Caitlin Ramirez,India,South Dakota,South Trevor,P199,cover,Home,Furniture,"Leon, Graham and Scott",2,23052.71,0.06,122.13,43461.224799999996,NetBanking
A12541,2026-01-07,2026-01-15,2026-01-27,Delivered,C2453,Matthew Greene,India,California,Smallstad,P970,hair,Fashion,Clothing,Young-Jordan,2,28486.59,0.23,146.68,44016.028600000005,COD
A12542,2026-01-17,2026-01-29,2026-01-03,Delivered,C1009,Patricia Collins,India,Maryland,New Teresa,P573,southern,Fashion,Footwear,"Nichols, Aguirre and Barry",1,11784.75,0.07,84.13,11043.947499999998,NetBanking
A12543,2026-01-05,2026-01-27,2026-01-11,Delivered,C8652,Jason Marsh,India,Mississippi,Millerville,P735,even,Electronics,Mobile,Merritt Inc,3,41919.25,0.21,58.08,99406.7025,Card
A12544,2026-01-23,2026-01-02,2026-02-03,Delivered,C6055,Kathryn Campbell,India,Alaska,Lake Paul,P256,assume,Fashion,Clothing,"Smith, Cain and Porter",4,20556.76,0.27,103.12,60128.8592,UPI
A12545,2026-01-12,2026-02-07,2026-01-21,Delivered,C9152,Erica Garrett,India,North Carolina,West Sharonbury,P609,high,Electronics,Mobile,"Ayala, Jackson and Ryan",1,15968.1,0.28,29.4,11526.431999999999,NetBanking
A12546,2026-01-05,2026-01-21,2026-01-10,Delivered,C7721,Cole Williams,India,Colorado,Lake Sharonstad,P307,system,Home,Kitchen,Brown-Hernandez,3,10910.72,0.1,79.84,29538.783999999996,UPI
A12547,2026-01-16,2026-01-28,2026-01-22,Delivered,C2108,Austin Davis,India,Connecticut,Debraport,P516,throw,Electronics,Accessories,Thomas-Mendez,1,38469.74,0.2,96.22,30872.012000000002,COD
A12548,2026-02-07,2026-01-16,2026-01-16,Delivered,C5017,Alan Alvarez,India,Washington,Stevenstown,P311,security,Fashion,Footwear,Murillo-Stone,5,37893.73,0.17,71.12,157330.0995,Card
A12549,2026-01-16,2026-01-03,2026-02-07,Delivered,C9019,Billy Montes,India,Indiana,Sellersfurt,P149,five,Home,Furniture,Butler Group,1,36609.93,0.15,124.28,31242.7205,COD
A12550,2026-01-06,2026-01-28,2026-01-12,Delivered,C9288,Matthew Wallace,India,Ohio,East Chelseaport,P492,course,Home,Kitchen,Lloyd PLC,4,20041.09,0.1,24.91,72172.834,COD
A12551,2026-02-03,2026-01-14,2026-01-30,Delivered,C2761,Amy Hale,India,Alaska,New Terry,P841,series,Electronics,Accessories,"Gould, Cooke and Morrow",5,5861.75,0.11,80.83,26165.617500000004,NetBanking
A12552,2026-01-23,2026-01-11,2026-01-06,Delivered,C2714,Andrew Gray,India,Missouri,North Jeremyview,P604,word,Fashion,Footwear,Thomas LLC,2,16870.12,0.19,53.51,27383.1044,COD
A12553,2026-01-13,2026-01-01,2026-02-03,Delivered,C8060,Gary Perez,India,Mississippi,New Amy,P936,approach,Electronics,Accessories,Romero-Cruz,2,43560.5,0.25,85.44,65426.19,COD
A12554,2026-02-10,2026-01-22,2026-01-18,Delivered,C5013,Christopher Hendrix,India,Rhode Island,East Phillip,P962,probably,Electronics,Accessories,Fuentes LLC,5,8479.01,0.0,127.74,42522.79,UPI
A12555,2026-01-24,2026-01-04,2026-01-07,Delivered,C7687,Jacob Johnson,India,Delaware,Keithhaven,P390,story,Electronics,Mobile,"Jones, Farrell and Stevenson",4,2105.44,0.04,53.89,8138.7796,Card
A12556,2026-02-04,2026-01-14,2026-01-10,Delivered,C1682,Teresa Wallace,India,New York,West Tylerburgh,P354,senior,Electronics,Accessories,Cooper Inc,2,49304.5,0.14,93.77,84897.51000000001,COD
A12557,2026-01-30,2026-01-28,2026-01-07,Delivered,C4382,Ricky Smith,India,Louisiana,Erikchester,P394,what,Electronics,Accessories,"Patterson, Tate and Doyle",5,41093.81,0.06,115.21,193256.11699999997,NetBanking
A12558,2026-01-31,2026-01-05,2026-01-28,Delivered,C8817,Shari Williams,India,North Dakota,Danielville,P789,issue,Fashion,Clothing,"Campos, Lara and Mccoy",3,36672.11,0.03,51.12,106766.9601,UPI
A12559,2026-01-08,2026-01-08,2026-01-04,Delivered,C4364,Teresa Villarreal,India,West Virginia,Paynetown,P917,western,Fashion,Clothing,Gilbert Ltd,3,12750.73,0.11,64.66,34109.10910000001,Card
A12560,2026-01-28,2026-01-27,2026-01-06,Delivered,C6574,Jill Jarvis,India,Washington,Saraview,P442,simply,Electronics,Laptop,Anderson-Li,2,28457.83,0.01,107.24,56453.7434,COD
A12561,2026-01-01,2026-02-02,2026-01-30,Delivered,C5071,Spencer Weeks,India,Ohio,Chanbury,P938,explain,Home,Furniture,Duncan-Mccall,5,37609.07,0.11,24.56,167384.9215,UPI
A12562,2026-02-06,2026-01-28,2026-02-06,Delivered,C9629,Tyler Morgan,India,Montana,New Kylemouth,P169,fund,Electronics,Accessories,"Jones, Ruiz and Crosby",2,1360.47,0.15,99.64,2412.439,Card
A12563,2026-01-03,2026-01-10,2026-01-03,Delivered,C6415,Bradley Donaldson,India,Florida,Johnton,P278,economic,Fashion,Clothing,"Miller, Russo and Buchanan",5,33853.27,0.19,43.18,137148.92349999998,UPI
A12564,2026-01-18,2026-02-07,2026-02-09,Delivered,C1687,Elizabeth Macdonald,India,New Jersey,Gutierrezport,P188,system,Electronics,Laptop,Gonzalez-Parker,3,30064.39,0.02,97.94,88487.2466,COD
A12565,2026-01-17,2026-01-11,2026-01-26,Delivered,C5604,Matthew Wolfe,India,Oregon,Nicoleton,P120,sure,Fashion,Clothing,Fowler PLC,5,2051.59,0.02,139.97,10192.761,Card
A12566,2026-01-24,2026-01-26,2026-01-14,Delivered,C8015,Jose Sanford,India,Georgia,South Ryan,P512,hair,Fashion,Clothing,"Anderson, Price and Gordon",5,4430.95,0.21,21.14,17523.3925,COD
A12567,2026-01-25,2026-01-20,2026-01-24,Delivered,C2861,Laura Anderson,India,Alabama,South Jamiefort,P536,attorney,Fashion,Footwear,Rodriguez-Lopez,1,31033.1,0.16,97.23,26165.033999999996,Card
A12568,2026-01-27,2026-02-10,2026-01-06,Delivered,C8949,Daniel Pittman,India,Nevada,Kevinborough,P112,many,Fashion,Footwear,Leblanc Ltd,5,30140.24,0.01,48.81,149242.99800000002,Card
A12569,2026-01-21,2026-02-07,2026-02-02,Delivered,C4381,Kevin Harrell,India,Kansas,Sherristad,P497,project,Fashion,Clothing,Sanchez and Sons,1,8192.06,0.08,57.28,7593.9752,Card
A12570,2026-01-05,2026-02-02,2026-01-08,Delivered,C3571,Anna Brown,India,Rhode Island,East Davidshire,P678,not,Home,Kitchen,"Tran, Horton and Schneider",3,42502.09,0.05,37.02,121167.97649999999,UPI
A12571,2026-02-05,2026-01-07,2026-01-13,Delivered,C8021,Samantha Martin,India,Washington,West Theresa,P366,employee,Home,Furniture,"Johnston, Moreno and Walker",5,28934.21,0.05,119.46,137556.95749999996,NetBanking
A12572,2026-01-07,2026-01-27,2026-01-18,Delivered,C9122,John Jones,India,Maryland,New Charlesshire,P446,smile,Home,Furniture,"Bryant, Rivera and Wilson",5,19466.73,0.08,82.17,89629.128,COD
A12573,2026-01-22,2026-01-09,2026-02-07,Delivered,C1875,Daniel Reid,India,Tennessee,New Johnhaven,P214,teacher,Fashion,Footwear,Morton LLC,3,22801.16,0.06,38.05,64337.3212,Card
A12574,2026-01-24,2026-01-12,2026-01-21,Delivered,C6288,James Watkins,India,Connecticut,Juanberg,P352,without,Home,Kitchen,Woods-Mack,3,26743.43,0.3,147.12,56308.323000000004,COD
A12575,2026-02-04,2026-01-13,2026-01-24,Delivered,C3913,Roberto Bell,India,Louisiana,Luisberg,P860,guess,Home,Furniture,"Page, James and Summers",2,5195.16,0.13,26.68,9066.2584,UPI
A12576,2026-01-17,2026-02-07,2026-02-03,Delivered,C4405,Daniel Rodriguez,India,West Virginia,New Anthonyview,P575,draw,Fashion,Footwear,Evans LLC,5,18780.56,0.03,104.59,91190.306,Card
A12577,2026-01-18,2026-02-08,2026-01-13,Delivered,C6317,Lauren Richard,India,Illinois,Greenburgh,P678,money,Electronics,Laptop,"Kidd, Weeks and Powell",4,12834.49,0.14,23.06,44173.705599999994,COD
A12578,2026-01-31,2026-01-04,2026-02-09,Delivered,C2043,Morgan Vang,India,Mississippi,East Jeffreyton,P147,quickly,Fashion,Clothing,"Holland, Torres and Wilson",4,43199.97,0.04,25.03,165912.9148,UPI
A12579,2026-01-17,2026-01-25,2026-01-26,Delivered,C4229,Shane Sanchez,India,Utah,Johnhaven,P939,outside,Electronics,Mobile,Smith Group,4,18751.93,0.23,75.37,57831.3144,UPI
A12580,2026-01-20,2026-01-07,2026-01-12,Delivered,C4634,Timothy Gomez,India,Wisconsin,East Robert,P599,try,Home,Furniture,Barr-King,3,8006.27,0.07,36.44,22373.933299999997,COD
A12581,2026-01-23,2026-01-07,2026-02-05,Delivered,C9380,Christina Weaver,India,Illinois,Port Jonathanville,P313,reality,Home,Furniture,Rivers-Fitzgerald,4,30926.85,0.29,83.03,87915.28399999999,NetBanking
A12582,2026-02-09,2026-01-01,2026-01-02,Delivered,C6402,Kyle Sullivan,India,Oklahoma,Port Amandafort,P355,focus,Fashion,Clothing,"Jones, Scott and Alvarez",5,27186.84,0.13,141.09,118403.84400000001,NetBanking
A12583,2026-01-10,2026-01-28,2026-01-30,Delivered,C3127,Jonathan Lopez,India,South Dakota,Clarkburgh,P121,according,Fashion,Footwear,Mills-Whitney,4,45880.19,0.25,40.14,137680.71000000002,Card
A12584,2026-01-23,2026-01-25,2026-01-24,Delivered,C8721,Nichole Kerr,India,Wisconsin,Port Emily,P214,law,Home,Furniture,"Clark, Garcia and Robles",2,40311.57,0.23,81.26,62161.07780000001,Card
A12585,2026-01-18,2026-01-13,2026-01-18,Delivered,C5288,David Harris,India,Vermont,Parkschester,P762,movement,Electronics,Mobile,"Browning, Miller and Boyd",2,32154.25,0.29,122.16,45781.195,NetBanking
A12586,2026-01-31,2026-01-24,2026-01-28,Delivered,C3371,Patricia Anderson,India,Indiana,New Miguel,P390,decide,Electronics,Accessories,"Thomas, Davis and Austin",2,44208.02,0.01,139.24,87671.11959999999,UPI
A12587,2026-01-25,2026-01-07,2026-01-14,Delivered,C4236,Amy Williams,India,Kansas,Port Karenhaven,P961,explain,Home,Furniture,Harrison LLC,1,35708.58,0.21,120.88,28330.658200000005,Card
A12588,2026-01-27,2026-01-02,2026-02-01,Delivered,C3180,Chad Olson,India,Wyoming,Craighaven,P168,scene,Fashion,Clothing,Evans-Dougherty,3,49007.84,0.13,21.2,127931.66239999999,Card
A12589,2026-01-19,2026-01-12,2026-01-27,Delivered,C5993,Michelle Gutierrez,India,South Dakota,Stephaniebury,P765,which,Electronics,Mobile,Cannon Group,3,45772.03,0.15,36.22,116754.89649999999,NetBanking
A12590,2026-01-11,2026-01-21,2026-01-04,Delivered,C1505,Rachael French,India,Alabama,East Patrick,P303,alone,Fashion,Clothing,"Best, Chang and Garcia",5,45020.41,0.26,70.9,166646.41700000002,COD
A12591,2026-02-05,2026-01-29,2026-02-05,Delivered,C7590,David Foster,India,Wyoming,Christianland,P729,easy,Home,Kitchen,Malone-Arnold,1,44003.81,0.26,89.17,32651.989399999995,UPI
A12592,2026-01-05,2026-01-19,2026-01-26,Delivered,C4839,Theresa Copeland,India,Illinois,East Hannahside,P789,home,Fashion,Footwear,"Hall, Peterson and Davis",3,25331.11,0.27,38.38,55513.510899999994,UPI
A12593,2026-01-17,2026-01-24,2026-02-03,Delivered,C4093,Robert Jenkins,India,Delaware,Lake Scottstad,P133,also,Electronics,Laptop,Graham LLC,1,14058.78,0.27,65.68,10328.5894,UPI
A12594,2026-01-15,2026-01-27,2026-01-04,Delivered,C1953,Michael Ortega,India,Wisconsin,East Garrettfort,P318,treat,Home,Kitchen,Fletcher Inc,5,41175.8,0.18,38.36,168859.13999999998,COD
A12595,2026-02-01,2026-01-17,2026-01-16,Delivered,C7272,Joseph Woods,India,Delaware,Christianside,P559,candidate,Electronics,Accessories,"Young, Brown and Maxwell",3,25369.84,0.25,124.47,57206.61,COD
A12596,2026-01-17,2026-01-19,2026-01-24,Delivered,C8660,Albert Palmer,India,Oklahoma,Rioshaven,P306,speech,Fashion,Footwear,Higgins-Reed,3,46253.9,0.21,127.53,109749.27300000002,COD
A12597,2026-02-05,2026-01-03,2026-01-16,Delivered,C5435,Lisa Webb,India,Connecticut,North Jesseview,P489,attention,Home,Kitchen,Simon PLC,5,15281.04,0.19,138.17,62026.38200000001,UPI
A12598,2026-01-09,2026-01-15,2026-01-02,Delivered,C5754,Mary Myers,India,New York,Brianmouth,P466,allow,Electronics,Mobile,James-Miller,3,15912.93,0.16,34.01,40134.5936,NetBanking
A12599,2026-02-05,2026-01-08,2026-02-05,Delivered,C3842,Olivia Adams,India,Alabama,New Moniqueside,P575,home,Electronics,Laptop,"Jones, Mcguire and Castillo",4,39712.29,0.03,77.51,154161.19520000002,NetBanking
A12600,2026-01-04,2026-01-05,2026-01-28,Delivered,C3176,Paul Vargas,India,North Carolina,South Hector,P815,necessary,Home,Kitchen,Larson and Sons,2,18004.93,0.02,56.4,35346.0628,COD
A12601,2026-01-26,2026-01-04,2026-01-10,Delivered,C6836,Steven Baldwin,India,Georgia,Jaclynland,P292,recent,Home,Kitchen,"Chan, Welch and Barnett",2,47705.81,0.05,135.55,90776.58899999999,NetBanking
A12602,2026-01-30,2026-02-02,2026-02-02,Delivered,C1711,Douglas Lewis,India,Arkansas,Anthonychester,P344,goal,Electronics,Mobile,Shaw Ltd,3,26106.26,0.19,28.88,63467.0918,NetBanking
A12603,2026-01-15,2026-01-04,2026-01-27,Delivered,C1300,Catherine Grimes,India,Nebraska,Wyattland,P162,until,Home,Furniture,"Gray, Medina and Miller",3,30641.51,0.24,59.8,69922.4428,COD
A12604,2026-01-18,2026-01-23,2026-01-20,Delivered,C6021,Michael Contreras,India,Virginia,Lake Anne,P157,research,Fashion,Footwear,Bell LLC,4,46435.58,0.17,146.08,154312.2056,Card
A12605,2026-01-17,2026-01-14,2026-01-30,Delivered,C9356,Kari Mccoy,India,South Carolina,East Thomas,P602,just,Fashion,Clothing,"Powell, Bradley and King",5,16496.86,0.12,112.13,72698.31400000001,NetBanking
A12606,2026-01-21,2026-02-06,2026-01-23,Delivered,C2115,Randy Gordon,India,Ohio,Danielburgh,P462,ever,Home,Furniture,"Douglas, Marshall and Sullivan",1,30144.18,0.2,39.77,24155.114,UPI
A12607,2026-01-30,2026-02-03,2026-02-02,Delivered,C4123,Zachary Stafford,India,Arizona,South Stephanie,P606,week,Fashion,Footwear,"Dean, Lucas and Lane",2,45214.13,0.19,94.23,73341.1206,NetBanking
A12608,2026-02-03,2026-01-19,2026-01-09,Delivered,C7027,Christopher Murphy,India,Utah,Hayesfort,P742,behind,Electronics,Accessories,Wise LLC,3,23894.61,0.27,67.54,52396.7359,COD
A12609,2026-01-12,2026-02-08,2026-02-04,Delivered,C7451,Bradley Turner,India,Montana,Carneychester,P929,method,Fashion,Clothing,"Banks, Nelson and Ward",1,44539.86,0.28,103.68,32172.3792,UPI
A12610,2026-01-28,2026-01-10,2026-01-09,Delivered,C5635,Cynthia Mcpherson,India,Wyoming,New Jaredmouth,P180,space,Fashion,Footwear,Phelps-Lee,1,13517.51,0.02,56.7,13303.8598,UPI
A12611,2026-01-18,2026-01-14,2026-01-18,Delivered,C2444,Jennifer Harris,India,Alabama,Amymouth,P301,money,Home,Kitchen,James Ltd,3,23900.02,0.22,97.7,56023.7468,Card
A12612,2026-01-30,2026-01-12,2026-01-07,Delivered,C7497,Craig Miller,India,Massachusetts,New Sarah,P663,store,Fashion,Clothing,Thompson-Guzman,4,7485.53,0.24,119.27,22875.2812,COD
A12613,2026-01-14,2026-01-07,2026-01-24,Delivered,C7737,David Fitzpatrick,India,New Hampshire,Lake Malikville,P912,stage,Electronics,Mobile,Clark PLC,4,45845.0,0.23,89.07,141291.67,Card
A12614,2026-01-21,2026-01-18,2026-01-09,Delivered,C5262,William Jones,India,New Hampshire,West Roy,P523,physical,Fashion,Footwear,Glenn-Anderson,3,44373.63,0.3,56.47,93241.09299999998,NetBanking
A12615,2026-01-12,2026-01-24,2026-01-18,Delivered,C1845,Adam Moran,India,New Jersey,South Timchester,P398,as,Fashion,Clothing,"Smith, Castro and Williams",3,2902.93,0.13,85.78,7662.4272999999985,NetBanking
A12616,2026-02-01,2026-01-18,2026-02-08,Delivered,C2966,Barbara Chapman,India,New York,West Carrie,P528,follow,Fashion,Clothing,Johnson-Jackson,5,14220.17,0.25,140.26,53465.89750000001,UPI
A12617,2026-01-11,2026-02-04,2026-02-08,Delivered,C6408,Alexander Benson,India,Kentucky,New Summer,P463,yet,Home,Furniture,"Thomas, Mcdonald and York",1,15137.69,0.26,25.29,11227.180600000002,Card
A12618,2026-01-17,2026-02-03,2026-02-10,Delivered,C9464,Robin Miller,India,Idaho,Mcclureland,P418,prove,Electronics,Mobile,"Morton, Gaines and Nelson",4,11809.77,0.08,21.24,43481.1936,UPI
A12619,2026-02-02,2026-02-01,2026-02-03,Delivered,C7641,Kevin Brown,India,Colorado,Dylanstad,P517,poor,Home,Kitchen,Edwards PLC,5,31783.44,0.11,121.29,141557.598,UPI
A12620,2026-02-08,2026-01-09,2026-01-25,Delivered,C1201,Lisa Mendez,India,Texas,East Lisa,P216,power,Home,Kitchen,Smith-Hughes,4,13523.34,0.24,39.31,41150.2636,Card
A12621,2026-01-01,2026-01-18,2026-02-06,Delivered,C4531,Brandy Day,India,Maine,Rachelmouth,P304,region,Electronics,Laptop,"Gates, Brown and Vasquez",5,7632.3,0.23,70.28,29454.635,NetBanking
A12622,2026-02-04,2026-02-10,2026-01-12,Delivered,C1099,Joshua Hooper,India,Indiana,Devinview,P906,generation,Fashion,Footwear,Lee-Hernandez,5,20039.59,0.16,132.81,84299.08799999999,NetBanking
A12623,2026-02-05,2026-02-09,2026-01-31,Delivered,C7218,Oscar Austin,India,Alabama,Lake Jason,P222,clearly,Electronics,Mobile,Garcia-Foster,5,35674.07,0.1,110.24,160643.555,NetBanking
A12624,2026-01-26,2026-01-26,2026-01-04,Delivered,C2035,Gloria Berry,India,Texas,North Edgarmouth,P932,Mr,Fashion,Footwear,"Rogers, Clark and Patton",5,41040.4,0.21,64.31,162173.89,Card
A12625,2026-02-04,2026-01-25,2026-01-25,Delivered,C7610,Jennifer Herrera,India,Oklahoma,Smithfort,P435,customer,Home,Furniture,Glover-Graham,5,47627.99,0.06,110.96,223962.51299999998,NetBanking
A12626,2026-01-14,2026-02-08,2026-01-11,Delivered,C6750,Regina Johnson,India,Maine,Kimberlyside,P915,reality,Home,Furniture,Edwards-Gibson,4,2056.49,0.1,39.7,7443.063999999999,COD
A12627,2026-01-27,2026-01-28,2026-01-24,Delivered,C8334,Wendy Ramos,India,Nebraska,Davidland,P906,stage,Fashion,Clothing,Chen Group,5,14187.94,0.11,59.83,63196.163,UPI
A12628,2026-01-03,2026-02-09,2026-01-27,Delivered,C9206,David Garcia,India,Arkansas,Stevensshire,P944,away,Fashion,Clothing,"Booker, Holmes and Brown",2,12779.75,0.2,72.98,20520.58,COD
A12629,2026-01-26,2026-01-02,2026-02-03,Delivered,C2803,Jacob Carney,India,New Hampshire,Javierchester,P268,simply,Electronics,Laptop,"Townsend, Walker and Meyer",5,12329.59,0.22,128.5,48213.901,Card
A12630,2026-01-18,2026-01-11,2026-01-18,Delivered,C6977,William Richardson,India,Virginia,East Brooke,P321,collection,Fashion,Footwear,Stevens-Kelly,1,32263.44,0.22,53.89,25219.373199999998,NetBanking
A12631,2026-01-15,2026-01-06,2026-01-03,Delivered,C5829,Daniel Craig,India,Pennsylvania,Port Robertomouth,P192,across,Fashion,Footwear,Potts-Thomas,4,35694.63,0.13,24.22,124241.5324,Card
A12632,2026-01-15,2026-02-07,2026-01-23,Delivered,C8887,Mrs. Jennifer Scott,India,Massachusetts,Port Joshua,P367,low,Home,Furniture,House PLC,3,39322.95,0.11,36.71,105028.9865,COD
A12633,2026-01-13,2026-01-22,2026-01-31,Delivered,C9979,Michelle Hernandez,India,Maine,Morganchester,P509,political,Fashion,Footwear,Vasquez-Conley,2,6530.37,0.03,132.57,12801.487799999999,UPI
A12634,2026-01-18,2026-01-11,2026-01-21,Delivered,C5319,Sonya Richard,India,Maine,East Jenny,P720,level,Home,Kitchen,Mitchell-Lane,4,37291.68,0.27,44.97,108936.6756,COD
A12635,2026-01-30,2026-01-19,2026-01-21,Delivered,C3936,Robert Peterson,India,Arkansas,Stephaniebury,P956,break,Home,Furniture,Gray Inc,3,46343.17,0.21,52.75,109886.06290000002,NetBanking
A12636,2026-02-08,2026-01-25,2026-02-05,Delivered,C2074,Alexander Kerr,India,Kentucky,Turnertown,P670,throw,Electronics,Mobile,Dixon-Whitaker,2,2037.9,0.14,30.37,3535.558,Card
A12637,2026-02-08,2026-01-08,2026-01-20,Delivered,C9227,Amanda Burton,India,Vermont,South Kenneth,P314,young,Electronics,Accessories,Sutton-Warner,2,17094.26,0.11,59.07,30486.852799999997,NetBanking
A12638,2026-01-06,2026-01-28,2026-01-26,Delivered,C4736,Alicia Brock,India,South Dakota,Johnstad,P164,already,Fashion,Clothing,Williams-Burton,2,47531.13,0.12,118.7,83773.48879999999,NetBanking
A12639,2026-01-15,2026-01-20,2026-02-09,Delivered,C7265,Kendra Miller,India,Illinois,East April,P999,help,Electronics,Accessories,Velez-Ashley,4,33717.36,0.04,102.17,129576.8324,COD
